id,source,target,similarity
4588,1969712454,1977061699,1
4589,333565814,701164616093712387,1
4590,1974830538,1977828739,1
4591,242171965,2488878284,1
4592,2972875817,3825968584,1
4593,31288110,733803430007955456,0.408248
4594,18727629,762654585660051456,1
4595,36783236,445861289,0.866025
4596,1977169441,618839438,1
4597,1338726187,2883583489,1
4598,4521330855,4831284916,1
4599,1974125191,1977910574,1
4600,4541933713,805117810343079936,1
4601,1969634864,3052032968,1
4602,51073819,720309635853365249,1
4603,291846447,723251650174017536,0.5
4604,317838653,44959884,0.707107
4605,291846447,442077506,1
4606,1900286719,1977828739,1
4607,1974830538,1978022473,1
4608,1255475023,74265783,0.57735
4609,3331551052,448250130,1
4610,1969368720,1969769202,1
4611,613796565,701164616093712387,1
4612,2446943442,723251650174017536,0.5
4613,1900286719,3043507956,1
4614,580975146,712976695,0.707107
4615,20338242,4219886278,1
4616,2792672981,3302596910,1
4617,2864142413,325053871,1
4618,164833055,4654741997,0.57735
4619,1977140114,1977910574,1
4620,1975455086,3043507956,1
4621,3254856364,754817647,1
4622,122448174,250704226,1
4623,227490287,291846447,1
4624,1255475023,145856687,1
4625,15502903,291846447,1
4626,3413198241,755547494369660928,0.333333
4627,541328418,776635543614582784,1
4628,1974188150,1977828739,1
4629,316123855,66393,1
4630,31288110,723261255570608128,0.408248
4631,1535438408,456874126,1
4632,15755071,2863716447,0.816497
4633,25377285,34705680,1
4634,2864142413,3688970849,1
4635,1049978412,1347471457,0.707107
4636,713026548014694400,733803430007955456,1
4637,712405808789757953,779254002294878208,1
4638,298452157,78583942,1
4639,56722688,8366982,0.57735
4640,2749640440,701164616093712387,1
4641,16548855,222566126,0.707107
4642,134552828,390208861,0.316228
4643,479604138,759146049760100352,0.57735
4644,291846447,4776169636,1
4645,4861278086,74265783,0.57735
4646,1558645760,780252826299666432,1
4647,1974125191,1977140114,1
4648,15755071,445861289,0.942809
4649,163001527,96601448,0.57735
4650,40227122,797176328,0.353553
4651,15502903,2446943442,1
4652,1974868602,1977828739,1
4653,456874126,738509183952113664,1
4654,45608857,95220220,0.707107
4655,1973545422,1974830538,1
4656,40227122,98764683,0.866025
4657,36783236,40227122,0.75
4658,51073819,67548991,1
4659,1255475023,2863716447,0.866025
4660,766735508865032192,85080476,0.333333
4661,317927128,766735508865032192,0.333333
4662,245943898,302174491,0.57735
4663,757364653014016000,98764683,0.666667
4664,30920319,723251650174017536,0.5
4665,28615971,704506110665990144,1
4666,1974830538,1977061699,1
4667,18707435,31122582,0.707107
4668,805117810343079936,884311340,1
4669,1180622503,937019478,1
4670,255988147,618055731,0.917663
4671,701846710381891584,757364653014016000,0.57735
4672,2211027127,736750781093707776,0.894427
4673,1589798510,797794080180895744,0.447214
4674,786374824948105216,874859443,0.25
4675,715135364600606720,780646765829562369,0.377964
4676,18707435,780252826299666432,1
4677,2165136621,3201162010,1
4678,746280547,824450408,0.353553
4679,17309168,313775431,0.408248
4680,1969420729,1974868602,1
4681,1973545422,3043507956,1
4682,16561729,3302596910,1
4683,1973545422,1977169441,1
4684,1104128448,18018468,1
4685,2853872685,4776169636,1
4686,108986439,2928019319,1
4687,1180622503,122025735,1
4688,122025735,723251650174017536,0.5
4689,1352215784,283592330,0.866025
4690,4559222536,742664931217178624,0.447214
4691,78583942,933182024,1
4692,155223088,47080825,1
4693,242171965,245573252,1
4694,365819232,98764683,1
4695,1970627820,1974981223,1
4696,521142615,736750781093707776,1
4697,790779761521856514,88718119,0.816497
4698,122025735,122448174,1
4699,1974868602,1977061699,1
4700,1407958339,390208861,0.447214
4701,2327434344,30920319,1
4702,1107329186,1160808384,0.408248
4703,384005220,712976695,0.408248
4704,122025735,937019478,1
4705,265245636,701164616093712387,1
4706,2792672981,632873556,1
4707,237994971,245385426,1
4708,237994971,3254856364,1
4709,2411128484,424083365,1
4710,720875149,88893451,1
4711,1228600868,723251650174017536,0.5
4712,1974830538,1977169441,1
4713,253677176,992148966,0.5
4714,31288110,40227122,0.353553
4715,74265783,755547494369660928,0.57735
4716,298452157,933182024,1
4717,1969712454,1977169441,1
4718,1255475023,98764683,1
4719,4219886278,449600949,0.408248
4720,122025735,207046341,0.707107
4721,122025735,4264113897,1
4722,164833055,313775431,0.408248
4723,291846447,618055731,0.917663
4724,227490287,723251650174017536,0.5
4725,122025735,291846447,1
4726,245385426,2892368815,1
4727,4541933713,884311340,1
4728,1104128448,776635543614582784,1
4729,1969769202,1974830538,1
4730,67548991,720309635853365249,1
4731,25377285,2792672981,1
4732,1900286719,1969368720,1
4733,1969368720,1974868602,1
4734,1977910574,3043507956,1
4735,1558645760,790779761521856514,0.816497
4736,3387188439,3404728337,0.57735
4737,1971211453,1977910574,1
4738,1970627820,1974830538,1
4739,2848705919,3340908196,0.816497
4740,2997250788,733803430007955456,0.288675
4741,741575693646102528,772591272993361920,1
4742,29049770,769208504,0.117851
4743,704506110665990144,80965639,1
4744,1977169441,3043507956,1
4745,40227122,723261255570608128,0.866025
4746,2165136621,2972875817,1
4747,242157832,87481029,1
4748,1969769202,1974981223,1
4749,16548855,992148966,0.707107
4750,1969634864,1977910574,1
4751,155223088,87481029,1
4752,393654944,99019387,0.707107
4753,1969368720,1974125191,1
4754,48670786,758491329894748160,1
4755,780252826299666432,930084780,1
4756,1974981223,1977140114,1
4757,754048701400776704,803009555785482240,1
4758,108986439,746298368461275136,1
4759,775498945330028544,780646765829562369,0.377964
4760,1549759548,31288110,0.408248
4761,1971211453,1974868602,1
4762,221963057,712976695,0.707107
4763,4562200215,613796565,1
4764,2848705919,618055731,0.917663
4765,1668265830,785317194695577605,0.707107
4766,17309168,3380406579,0.288675
4767,1549759548,98764683,1
4768,1974125191,1974188150,1
4769,117804245,769208504,0.942809
4770,1900286719,1969712454,1
4771,242157832,2488878284,1
4772,1974830538,618839438,1
4773,164833055,3380406579,0.288675
4774,1977140114,1977828739,1
4775,610955831,780646765829562369,0.377964
4776,51073819,939190178,1
4777,1577422609,351231296,0.288675
4778,1969420729,1974188150,1
4779,292236047,3331551052,1
4780,1969634864,1977169441,1
4781,26686224,805905864,1
4782,40227122,713026548014694400,0.866025
4783,1668265830,580975146,1
4784,145856687,15755071,0.942809
4785,42624414,613796565,1
4786,4831284916,796782916491612160,1
4787,3413198241,774686030406365184,0.288675
4788,2749640440,805905864,1
4789,1974830538,3037298239,1
4790,3201162010,44959884,0.707107
4791,2415685429,776635543614582784,1
4792,2955544497,3387188439,1
4793,4861278086,774686030406365184,0.866025
4794,200925880,312217465,1
4795,29049770,780252826299666432,0.707107
4796,185622716,754817647,1
4797,31122582,749744611,0.707107
4798,155223088,2488878284,1
4799,1969712454,1977910574,1
4800,1180622503,250704226,1
4801,2892368815,3254856364,1
4802,2992942526,3075632478,0.707107
4803,1969420729,1977910574,1
4804,122025735,15502903,1
4805,14479164,410622988,1
4806,3403356761,755817136703082500,1
4807,1970627820,1977169441,1
4808,352280876,448250130,1
4809,185622716,237994971,1
4810,3404728337,384005220,0.333333
4811,1969368720,1970627820,1
4812,1977828739,1978022473,1
4813,1974188150,1978022473,1
4814,712976695,98206010,0.707107
4815,207046341,618055731,0.811107
4816,245573252,933182024,1
4817,2863716447,733803430007955456,0.866025
4818,2831617950,712976695,0.707107
4819,153283018,3377478999,0.57735
4820,153283018,349632099,0.57735
4821,122448174,937019478,1
4822,1975455086,1977828739,1
4823,3403356761,4169033472,1
4824,4861278086,797176328,0.408248
4825,145856687,75392146,1
4826,1977828739,618839438,1
4827,11886822,66212407,0.408248
4828,1969420729,1974830538,1
4829,207046341,4264113897,0.707107
4830,78583942,88893451,1
4831,2955544497,742826933075877889,0.707107
4832,1896595753,4521330855,0.5
4833,2997250788,31288110,0.353553
4834,3093907031,780646765829562369,0.377964
4835,341568813,757364653014016000,0.57735
4836,3037298239,4547154629,1
4837,102397536,780646765829562369,0.377964
4838,1040408522,904349491,1
4839,930084780,93327360,1
4840,2972875817,742664931217178624,1
4841,2863716447,365819232,0.866025
4842,2165136621,4559222536,0.447214
4843,1389790676,3798312976,1
4844,11886822,45608857,0.5
4845,3052032968,618839438,1
4846,2831617950,2882182229,1
4847,365819232,797176328,0.408248
4848,241583780,2506040580,0.408248
4849,1180622503,227490287,1
4850,1215948218,710599403,1
4851,2892484043,3380406579,0.5
4852,68741628,766735508865032192,0.333333
4853,1974125191,1977828739,1
4854,2411128484,773798108,1
4855,2863716447,797176328,0.353553
4856,4264113897,937019478,1
4857,1970627820,1975395252,1
4858,1900286719,1977140114,1
4859,108986439,155900566,1
4860,29049770,930084780,0.707107
4861,1255475023,2997250788,0.288675
4862,1969368720,1977828739,1
4863,1974981223,1977169441,1
4864,1977828739,4547154629,1
4865,1180622503,2848705919,1
4866,390208861,4559222536,0.2
4867,723261255570608128,98764683,1
4868,2319339266,758491329894748160,0.408248
4869,720875149,933182024,1
4870,153283018,1668265830,0.57735
4871,1969634864,1975427846,1
4872,1973545422,3037298239,1
4873,1977910574,3037298239,1
4874,40227122,75392146,0.866025
4875,1974830538,1974868602,1
4876,253677176,3075632478,0.707107
4877,2883583489,772591272993361920,1
4878,218993498,4169033472,1
4879,227490287,250704226,1
4880,1969769202,1975395252,1
4881,242171965,87481029,1
4882,153283018,3404728337,0.333333
4883,1969420729,1975395252,1
4884,1668265830,3377478999,1
4885,28615971,701164616093712387,1
4886,18707435,29049770,0.707107
4887,349632099,98206010,1
4888,36783236,757364653014016000,0.57735
4889,2972875817,44959884,0.707107
4890,185506203,99019387,0.707107
4891,242171965,47080825,1
4892,16548855,824450408,0.5
4893,36783236,74265783,0.5
4894,1973545422,1974125191,1
4895,1969368720,1969420729,1
4896,15502903,2853872685,1
4897,185622716,3254856364,1
4898,757364653014016000,774686030406365184,0.57735
4899,237994971,4419316115,1
4900,2411128484,287067120,1
4901,738509183952113664,796145502,0.5
4902,134552828,93020729,0.707107
4903,1969634864,1969712454,1
4904,29049770,749744611,0.707107
4905,1160808384,317927128,0.57735
4906,2992942526,824450408,0.353553
4907,3389604502,874859443,0.25
4908,122448174,723251650174017536,0.5
4909,249885589,2743082981,1
4910,304517257,708458185494040576,1
4911,155900566,2327434344,1
4912,1977061699,1978022473,1
4913,723261255570608128,74265783,0.57735
4914,1180622503,3340908196,0.816497
4915,227490287,2446943442,1
4916,2883583489,779254002294878208,1
4917,2859241221,776635543614582784,1
4918,1969634864,4547154629,1
4919,1338726187,741575693646102528,1
4920,1480266476,426464556,1
4921,2282325169,773798108,1
4922,349632099,580975146,1
4923,1347471457,2607354599,0.707107
4924,11886822,222566126,0.5
4925,224105222,372562995,1
4926,1969368720,1974981223,1
4927,2463270592,713063391900729344,1
4928,333565814,4562200215,1
4929,31288110,36783236,0.353553
4930,40227122,774686030406365184,0.75
4931,122448174,618055731,0.917663
4932,1047497299,448250130,1
4933,4831284916,874859443,0.176777
4934,155900566,723251650174017536,0.5
4935,500012385,80715538,1
4936,4419316115,754817647,1
4937,1900286719,1969420729,1
4938,1969712454,1974868602,1
4939,2863716447,36783236,0.75
4940,2997250788,75392146,0.288675
4941,445861289,723261255570608128,1
4942,164833055,309004477,1
4943,2992942526,95220220,0.707107
4944,2749640440,333565814,1
4945,1255475023,774686030406365184,0.866025
4946,1047497299,352280876,1
4947,384005220,745319037677211652,0.57735
4948,1974125191,1975427846,1
4949,1969712454,1977828739,1
4950,1255475023,4861278086,1
4951,1969769202,1974188150,1
4952,2863716447,755547494369660928,0.866025
4953,31122582,3305171909,0.707107
4954,1969712454,3037298239,1
4955,1969712454,1975395252,1
4956,302174491,521142615,0.57735
4957,1975395252,1977828739,1
4958,26686224,613796565,1
4959,1032058076,2892484043,1
4960,322879013,384005220,0.57735
4961,733803430007955456,774686030406365184,0.866025
4962,108146158,713063391900729344,1
4963,26686224,2749640440,1
4964,1974125191,1977169441,1
4965,1974981223,1977910574,1
4966,757364653014016000,797176328,0.408248
4967,15748239,295851843,1
4968,32682040,4677007640,1
4969,365819232,36783236,0.866025
4970,164833055,17309168,1
4971,1171556562,3380406579,1
4972,3075632478,874859443,0.353553
4973,2506040580,95220220,0.707107
4974,1969769202,4547154629,1
4975,317838653,390208861,0.447214
4976,26235861,3249313867,1
4977,1969634864,1974830538,1
4978,1974125191,1975395252,1
4979,1971211453,3043507956,1
4980,1975455086,1977140114,1
4981,1900286719,1978022473,1
4982,3404728337,785317194695577605,0.408248
4983,3305171909,93327360,1
4984,1969712454,1973545422,1
4985,445861289,713026548014694400,1
4986,25377285,3302596910,1
4987,1970627820,1974125191,1
4988,755547494369660928,774686030406365184,0.866025
4989,720875149,87481029,1
4990,1974981223,1975455086,1
4991,31288110,757364653014016000,0.408248
4992,1975395252,1978022473,1
4993,786374824948105216,824450408,0.353553
4994,2506040580,3075632478,0.707107
4995,521754789,755547494369660928,0.57735
4996,27741488,99019387,1
4997,4865253027,66856037,1
4998,2607354599,762654585660051456,1
4999,1974868602,1977140114,1
5000,1900286719,618839438,1
5001,521754789,733803430007955456,0.57735
5002,701164616093712387,80965639,1
5003,2165136621,742664931217178624,1
5004,1171556562,95502178,0.288675
5005,328440716,705814755869470720,1
5006,51073819,758491329894748160,1
5007,445861289,755547494369660928,1
5008,26686224,80965639,1
5009,2859241221,45838753,1
5010,2882182229,756830758132649984,1
5011,241583780,736905000593575936,1
5012,713026548014694400,98764683,1
5013,424083365,773798108,1
5014,30920319,746298368461275136,1
5015,29049770,767862828,0.353553
5016,3413198241,713026548014694400,0.333333
5017,397467224,4541933713,1
5018,3340908196,723251650174017536,0.408248
5019,15755071,74265783,0.408248
5020,1969368720,4547154629,1
5021,1975395252,3043507956,1
5022,2319339266,51073819,0.408248
5023,1974830538,3052032968,1
5024,2997250788,713026548014694400,0.288675
5025,122448174,3340908196,0.816497
5026,250704226,723251650174017536,0.5
5027,227490287,4264113897,1
5028,1969634864,3037298239,1
5029,2848705919,4264113897,1
5030,31288110,797176328,1
5031,1896595753,796782916491612160,0.5
5032,122448174,227490287,1
5033,769208504,790779761521856514,0.136083
5034,15755071,723261255570608128,0.942809
5035,1973545422,1974981223,1
5036,2743082981,4352293774,1
5037,3389604502,824450408,0.353553
5038,18707435,93327360,1
5039,333565814,80965639,1
5040,1969368720,1977061699,1
5041,1969769202,3043507956,1
5042,205897486,463422854,0.707107
5043,1255475023,757364653014016000,0.666667
5044,1900286719,1974125191,1
5045,397467224,780655483002630144,1
5046,2863716447,4861278086,0.866025
5047,36783236,521754789,0.5
5048,15502903,207046341,0.707107
5049,1969420729,1970627820,1
5050,1974868602,1975395252,1
5051,1974188150,618839438,1
5052,2863716447,445861289,0.866025
5053,1900286719,1974868602,1
5054,3688970849,712405808789757953,1
5055,1969368720,1977910574,1
5056,365819232,757364653014016000,0.666667
5057,2788001111,369611457,1
5058,1975395252,618839438,1
5059,67548991,939190178,1
5060,755817136703082500,786374824948105216,0.707107
5061,2165136621,390208861,0.447214
5062,749744611,88718119,1
5063,1407958339,742664931217178624,1
5064,1577422609,776879232106594305,0.288675
5065,207046341,227490287,0.707107
5066,1549759548,713026548014694400,1
5067,2496377724,792803253406822400,1
5068,4562200215,805905864,1
5069,3413198241,365819232,0.333333
5070,153283018,580975146,0.57735
5071,2446943442,291846447,1
5072,26235861,2777610968,1
5073,1974188150,1975455086,1
5074,3093907031,715135364600606720,1
5075,316123855,724415478056124416,1
5076,317838653,3201162010,1
5077,1969712454,3052032968,1
5078,1971211453,1973545422,1
5079,521754789,713026548014694400,0.57735
5080,712976695,756830758132649984,0.707107
5081,1977061699,4547154629,1
5082,1975455086,1977169441,1
5083,1975395252,3052032968,1
5084,1964701855,459561926,0.447214
5085,20181975,892794858,1
5086,2853872685,291846447,1
5087,78583942,87481029,1
5088,1032058076,995443722,1
5089,2488878284,87481029,1
5090,2743082981,28611453,1
5091,2691309440,51073819,1
5092,3043507956,618839438,1
5093,1969634864,1974868602,1
5094,250704226,2848705919,1
5095,1974981223,1975395252,1
5096,1974125191,1974868602,1
5097,221963057,756830758132649984,1
5098,1975395252,1977140114,1
5099,118027407,200959708,1
5100,2997250788,797176328,0.353553
5101,194591543,3063952985,1
5102,102635510,719939067136385024,1
5103,1970627820,1971211453,1
5104,3411044242,796145502,0.5
5105,713063391900729344,774686030406365184,0.5
5106,1969634864,3043507956,1
5107,1973545422,1975395252,1
5108,498840555,66212407,0.816497
5109,1969368720,1975455086,1
5110,1900286719,1975395252,1
5111,1173756973,3249313867,1
5112,1255475023,521754789,0.57735
5113,61176427,713063391900729344,1
5114,122025735,442077506,1
5115,295851843,409116367,1
5116,17309168,95502178,1
5117,3718042757,4169033472,1
5118,1900286719,1969634864,1
5119,1977061699,1977140114,1
5120,2446943442,618055731,0.917663
5121,48670786,720309635853365249,1
5122,15755071,2997250788,0.408248
5123,1669932314,479604138,0.57735
5124,27741488,393654944,0.707107
5125,1969634864,618839438,1
5126,155223088,298452157,1
5127,1900286719,3037298239,1
5128,1255475023,713026548014694400,1
5129,2883583489,3104917149,1
5130,3825968584,44959884,0.707107
5131,48670786,51073819,1
5132,21081053,39208807,1
5133,1535438408,738509183952113664,1
5134,1969368720,1978022473,1
5135,274667122,349632099,1
5136,3404728337,98206010,0.57735
5137,302174491,96601448,0.666667
5138,237977063,4677007640,0.707107
5139,746280547,75331878,0.353553
5140,1007729353,564852155,1
5141,145856687,74265783,0.57735
5142,309004477,95502178,1
5143,122448174,291846447,1
5144,2446943442,3340908196,0.816497
5145,1558645760,930084780,1
5146,245385426,461803364,1
5147,207046341,250704226,0.707107
5148,255988147,2853872685,1
5149,317838653,742664931217178624,1
5150,1465205899,329166379,1
5151,42624414,701164616093712387,1
5152,304517257,780646765829562369,0.377964
5153,780655483002630144,805117810343079936,1
5154,224105222,723251650174017536,0.707107
5155,1971211453,1978022473,1
5156,2691309440,758491329894748160,1
5157,274667122,785317194695577605,0.707107
5158,2461112153,3300307786,0.408248
5159,1338726187,3104917149,1
5160,253677176,874859443,0.25
5161,2506040580,786374824948105216,0.5
5162,723251650174017536,937019478,0.5
5163,1975395252,1977910574,1
5164,1974830538,1975455086,1
5165,74265783,98764683,0.57735
5166,2957347960,710599403,1
5167,65632975,787002854338854917,1
5168,390208861,44959884,0.316228
5169,2506040580,874859443,0.25
5170,1549759548,4861278086,1
5171,249885589,4352293774,1
5172,3411044242,715681775717060608,1
5173,1969769202,1977910574,1
5174,1969634864,1974125191,1
5175,26686224,4562200215,1
5176,222566126,824450408,0.353553
5177,4264113897,618055731,0.917663
5178,17753712,341568813,1
5179,120100776,95220220,0.707107
5180,155900566,30920319,1
5181,245385426,754817647,1
5182,325053871,779254002294878208,1
5183,1549759548,797176328,0.408248
5184,303709614,4654741997,0.57735
5185,3050068869,780646765829562369,0.377964
5186,3254856364,618587448,1
5187,1974125191,3037298239,1
5188,2863716447,31288110,0.353553
5189,1549759548,733803430007955456,1
5190,3404728337,756830758132649984,0.57735
5191,122448174,2853872685,1
5192,1971211453,1974188150,1
5193,11886822,498840555,0.5
5194,1057363958,1347471457,0.707107
5195,253677176,824450408,0.353553
5196,31122582,790779761521856514,0.57735
5197,1969420729,1969634864,1
5198,2749640440,80965639,1
5199,733803430007955456,755547494369660928,1
5200,521754789,757364653014016000,0.57735
5201,3387188439,65632975,1
5202,1047497299,3331551052,1
5203,164833055,95502178,1
5204,521754789,774686030406365184,0.5
5205,874859443,992148966,0.25
5206,11886822,824450408,0.353553
5207,1969420729,1973545422,1
5208,1975455086,618839438,1
5209,16561729,2792672981,1
5210,2859034936,292236047,1
5211,155223088,245573252,1
5212,613796565,805905864,1
5213,713026548014694400,755547494369660928,1
5214,1289813305,723251650174017536,0.707107
5215,15755071,98764683,0.942809
5216,1265666203,3235220435,0.707107
5217,153283018,98206010,0.57735
5218,137165451,66856037,1
5219,1057363958,2607354599,1
5220,3052032968,4547154629,1
5221,25377285,632873556,1
5222,733803430007955456,74265783,0.57735
5223,1971211453,1977828739,1
5224,265245636,26686224,1
5225,2327434344,746298368461275136,1
5226,1040408522,292236047,1
5227,3380406579,95502178,0.288675
5228,1107329186,766735508865032192,0.235702
5229,40227122,445861289,0.866025
5230,1549759548,723261255570608128,1
5231,4861278086,755547494369660928,1
5232,40227122,521754789,0.5
5233,291846447,937019478,1
5234,28615971,80965639,1
5235,1974188150,3043507956,1
5236,222566126,3075632478,0.707107
5237,797794080180895744,824450408,0.223607
5238,762654585660051456,93020729,1
5239,1969420729,1975455086,1
5240,11886822,3389604502,0.5
5241,200959708,247304584,1
5242,2883583489,325053871,1
5243,145856687,365819232,1
5244,42624414,80965639,1
5245,1669932314,610955831,1
5246,31122582,780252826299666432,0.707107
5247,18067164,792803253406822400,1
5248,1977061699,3043507956,1
5249,1549759548,74265783,0.57735
5250,75392146,774686030406365184,0.866025
5251,1973545422,1975427846,1
5252,445861289,797176328,0.408248
5253,713026548014694400,757364653014016000,0.666667
5254,120100776,16548855,0.707107
5255,1974868602,3052032968,1
5256,298452157,88893451,1
5257,1971211453,618839438,1
5258,2859034936,448250130,1
5259,15755071,713026548014694400,0.942809
5260,250704226,442077506,1
5261,16548855,786374824948105216,0.707107
5262,780252826299666432,790779761521856514,0.816497
5263,122025735,3340908196,0.816497
5264,365819232,755547494369660928,1
5265,2992942526,874859443,0.25
5266,1535438408,715681775717060608,1
5267,1558645760,18707435,1
5268,75392146,98764683,1
5269,3201162010,4559222536,0.447214
5270,122025735,227490287,1
5271,48670786,939190178,1
5272,1255475023,733803430007955456,1
5273,3305171909,930084780,1
5274,313775431,3380406579,0.353553
5275,3075632478,95220220,1
5276,1969769202,618839438,1
5277,1975455086,3037298239,1
5278,3825968584,4559222536,0.447214
5279,442077506,618055731,0.917663
5280,253677176,2992942526,0.5
5281,1969368720,1969712454,1
5282,1228600868,746298368461275136,1
5283,2853872685,4264113897,1
5284,3688970849,772591272993361920,1
5285,274667122,712976695,0.707107
5286,2415685429,541328418,1
5287,2928019319,723251650174017536,0.5
5288,1969420729,1977828739,1
5289,780252826299666432,93327360,1
5290,1101448555,329277011,1
5291,242157832,933182024,1
5292,3093907031,708458185494040576,1
5293,3104917149,712405808789757953,1
5294,122448174,255988147,1
5295,1974125191,618839438,1
5296,36783236,4861278086,0.866025
5297,1974188150,1977061699,1
5298,1975427846,3043507956,1
5299,16548855,3389604502,0.707107
5300,118027407,68741628,1
5301,1900286719,1977061699,1
5302,185622716,4419316115,1
5303,245573252,78583942,1
5304,1977061699,618839438,1
5305,1974188150,1975395252,1
5306,2997250788,445861289,0.288675
5307,2883583489,3688970849,1
5308,627865229,792803253406822400,0.707107
5309,749744611,780252826299666432,1
5310,250704226,4264113897,1
5311,824450408,874859443,0.176777
5312,1900286719,3052032968,1
5313,145856687,1549759548,1
5314,2997250788,521754789,0.5
5315,11886822,2992942526,0.5
5316,118027407,85080476,1
5317,3201162010,390208861,0.447214
5318,237994971,2892368815,1
5319,1289813305,372562995,1
5320,1969769202,1970627820,1
5321,1558645760,31122582,0.707107
5322,3104917149,325053871,1
5323,3055864294,796782916491612160,0.5
5324,108146158,774686030406365184,0.5
5325,1969712454,1977140114,1
5326,3340908196,4264113897,0.816497
5327,759146049760100352,780646765829562369,0.377964
5328,274667122,98206010,1
5329,36783236,774686030406365184,0.75
5330,3305171909,790779761521856514,0.816497
5331,2415685429,2859241221,1
5332,733803430007955456,75392146,1
5333,3377478999,349632099,1
5334,442077506,4776169636,1
5335,253677176,786374824948105216,0.5
5336,2972875817,3201162010,1
5337,75331878,824450408,0.25
5338,194591543,746736462050267136,1
5339,87481029,933182024,1
5340,304517257,715135364600606720,1
5341,4531076896,4865253027,0.707107
5342,1589798510,3050068869,1
5343,1900286719,1973545422,1
5344,2882182229,712976695,0.707107
5345,2853872685,442077506,1
5346,2506040580,824450408,0.353553
5347,3825968584,742664931217178624,1
5348,218993498,755817136703082500,1
5349,2859034936,352280876,1
5350,1974868602,1977169441,1
5351,1668265830,274667122,1
5352,185622716,245385426,1
5353,4861278086,98764683,1
5354,145856687,2863716447,0.866025
5355,15755071,757364653014016000,0.707107
5356,4888653922,946620907,1
5357,733803430007955456,757364653014016000,0.666667
5358,2694972208,705814755869470720,1
5359,1180622503,255988147,1
5360,1180622503,618055731,0.917663
5361,1558645760,749744611,1
5362,713026548014694400,75392146,1
5363,1338726187,779254002294878208,1
5364,36783236,713026548014694400,0.866025
5365,155223088,78583942,1
5366,145856687,774686030406365184,0.866025
5367,445861289,74265783,0.57735
5368,372562995,4090001897,1
5369,774686030406365184,98764683,0.866025
5370,134552828,1347471457,0.5
5371,3411044242,456874126,1
5372,242157832,47080825,1
5373,3037298239,618839438,1
5374,3201162010,742664931217178624,1
5375,303076383,445908382,1
5376,3688970849,741575693646102528,1
5377,2831617950,3404728337,0.57735
5378,145856687,4861278086,1
5379,15755071,365819232,0.942809
5380,2315874241,42138102,0.707107
5381,1977140114,618839438,1
5382,29049770,88718119,0.707107
5383,3403356761,3718042757,1
5384,1255475023,755547494369660928,1
5385,1975427846,1977910574,1
5386,1971211453,3052032968,1
5387,1969420729,1977169441,1
5388,2749640440,613796565,1
5389,1977140114,1978022473,1
5390,2997250788,369611457,0.707107
5391,1347471457,18727629,0.707107
5392,2319339266,720309635853365249,0.408248
5393,1970627820,3043507956,1
5394,227490287,2853872685,1
5395,122025735,618055731,0.917663
5396,250704226,3340908196,0.816497
5397,28615971,4562200215,1
5398,445861289,98764683,1
5399,221963057,2882182229,1
5400,298452157,47080825,1
5401,122025735,250704226,1
5402,1407958339,317838653,1
5403,227490287,2848705919,1
5404,242157832,298452157,1
5405,15755071,797176328,0.57735
5406,245573252,47080825,1
5407,1971211453,1975427846,1
5408,1549759548,445861289,1
5409,1977828739,3052032968,1
5410,1347471457,762654585660051456,0.707107
5411,1970627820,1974868602,1
5412,723261255570608128,757364653014016000,0.666667
5413,1007729353,1255387315,1
5414,18018468,541328418,1
5415,207046341,442077506,0.707107
5416,298452157,87481029,1
5417,1969712454,1974125191,1
5418,824450408,992148966,0.353553
5419,1969634864,1971211453,1
5420,1228600868,30920319,1
5421,3389604502,992148966,0.5
5422,1973545422,1977910574,1
5423,102397536,759146049760100352,1
5424,118027407,766735508865032192,0.333333
5425,122448174,2446943442,1
5426,1969420729,618839438,1
5427,2992942526,3389604502,0.5
5428,786374824948105216,95220220,0.707107
5429,145856687,98764683,1
5430,2446943442,937019478,1
5431,120100776,45608857,0.5
5432,3389604502,45608857,0.5
5433,749744611,930084780,1
5434,2446943442,442077506,1
5435,36783236,733803430007955456,0.866025
5436,1977140114,3043507956,1
5437,28615971,333565814,1
5438,713026548014694400,774686030406365184,0.866025
5439,4541933713,780655483002630144,1
5440,1969634864,1974981223,1
5441,1215948218,2957347960,1
5442,1974188150,1977140114,1
5443,1969712454,3043507956,1
5444,15502903,2848705919,1
5445,1973545422,1974188150,1
5446,1171556562,309004477,0.288675
5447,12585092,2343872651,1
5448,108986439,30920319,1
5449,1837417136,802155761279311872,1
5450,946620907,95670177,1
5451,47080825,88893451,1
5452,303709614,95502178,1
5453,1969368720,618839438,1
5454,1971211453,1975455086,1
5455,227490287,4776169636,1
5456,291846447,4264113897,1
5457,66393,724415478056124416,1
5458,4264113897,442077506,1
5459,715681775717060608,796145502,0.5
5460,2848705919,291846447,1
5461,2883583489,712405808789757953,1
5462,3404728337,349632099,0.57735
5463,15748239,409116367,1
5464,153283018,712976695,0.408248
5465,218993498,3718042757,1
5466,1338726187,772591272993361920,1
5467,18707435,790779761521856514,0.816497
5468,122448174,4264113897,1
5469,1049978412,93020729,1
5470,1255475023,15755071,0.942809
5471,265245636,333565814,1
5472,2165136621,3825968584,1
5473,1549759548,2997250788,0.288675
5474,1977061699,1977828739,1
5475,1338726187,712405808789757953,1
5476,708458185494040576,780646765829562369,0.377964
5477,120100776,786374824948105216,0.5
5478,1549759548,40227122,0.866025
